TS,Sequence,Node,Millis,Sensor,Reading,ReadingUnits,Memo,RSSI,OriginId
2013-11-07 13:08:48,R2904,Mote2,4415376,Dallas-F,69.908,F,,-79,0
2013-11-07 13:08:50,15,Gateway-Linux,1,Uptime,8351.46,seconds,,,
2013-11-07 13:08:50,16,Gateway-Linux,1,Idletime,7915.67,seconds,,,
2013-11-07 13:08:50,17,Gateway-Linux,1,MPU Temp,47.1,C,,,
2013-11-07 13:08:54,R2905,Mote2,4420440,BATT-R,147.00,raw,,-78,0
2013-11-07 13:08:54,R2906,Mote2,4420502,BATT-V,5.22,volts,,-82,0
2013-11-07 13:08:54,R2908,Mote2,4420622,LUX-LOW,811.00,lux,,-84,0
2013-11-07 13:08:55,R2909,Mote2,4421504,Dallas,21.00,C,,-77,0
2013-11-07 13:08:55,R2909,Mote2,4421504,Dallas-F,69.8,F,,-77,0
2013-11-07 13:09:00,R2910,Mote2,4426519,BATT-R,147.00,raw,,-77,0
2013-11-07 13:09:00,R2912,Mote2,4426675,LUX-FLT,172.00,lux,,-80,0
2013-11-07 13:09:01,18,Gateway-Linux,1,Uptime,8361.63,seconds,,,
2013-11-07 13:09:01,19,Gateway-Linux,1,Idletime,7925.27,seconds,,,
2013-11-07 13:09:01,20,Gateway-Linux,1,MPU Temp,47.6,C,,,
2013-11-07 13:09:02,R2914,Mote2,4427612,Dallas,21.00,C,,-77,0
2013-11-07 13:09:02,R2914,Mote2,4427612,Dallas-F,69.8,F,,-77,0
2013-11-07 13:09:07,R2915,Mote2,4432674,BATT-R,147.00,raw,,-83,0
2013-11-07 13:09:07,R2917,Mote2,4432780,LUX-FLT,187.00,lux,,-81,0
2013-11-07 13:09:07,R2918,Mote2,4432868,LUX-LOW,820.00,lux,,-77,0
2013-11-07 13:09:08,R2919,Mote2,4433751,Dallas,21.00,C,,-76,0
2013-11-07 13:09:08,R2919,Mote2,4433751,Dallas-F,69.8,F,,-76,0
2013-11-07 13:09:12,21,Gateway-Linux,1,Uptime,8372.76,seconds,,,
2013-11-07 13:09:12,22,Gateway-Linux,1,Idletime,7935.87,seconds,,,
2013-11-07 13:09:12,23,Gateway-Linux,1,MPU Temp,47.6,C,,,
2013-11-07 13:09:14,R2920,Mote2,4438814,BATT-R,147.00,raw,,-81,0
2013-11-07 13:09:14,R2922,Mote2,4438926,LUX-FLT,188.00,lux,,-77,0
2013-11-07 13:09:15,R2924,Mote2,4439894,Dallas,21.00,C,,-80,0
2013-11-07 13:09:15,R2924,Mote2,4439894,Dallas-F,69.8,F,,-80,0
2013-11-07 13:09:20,R2925,Mote2,4444957,BATT-R,147.00,raw,,-77,0
2013-11-07 13:09:20,R2927,Mote2,4445116,LUX-FLT,187.00,lux,,-79,0
2013-11-07 13:09:21,R2929,Mote2,4446084,Dallas,21.00,C,,-84,0
2013-11-07 13:09:21,R2929,Mote2,4446084,Dallas-F,69.8,F,,-84,0
2013-11-07 13:09:23,24,Gateway-Linux,1,Uptime,8383.89,seconds,,,
2013-11-07 13:09:23,25,Gateway-Linux,1,Idletime,7946.42,seconds,,,
2013-11-07 13:09:23,26,Gateway-Linux,1,MPU Temp,47.6,C,,,
2013-11-07 13:09:27,R2930,Mote2,4451147,BATT-R,147.00,raw,,-78,0
2013-11-07 13:09:27,R2932,Mote2,4451301,LUX-FLT,186.00,lux,,-78,0
2013-11-07 13:09:27,R2933,Mote2,4451388,LUX-LOW,787.00,lux,,-80,0
2013-11-07 13:09:28,R2934,Mote2,4452270,Dallas,21.00,C,,-86,0
2013-11-07 13:09:28,R2934,Mote2,4452270,Dallas-F,69.8,F,,-86,0
2013-11-07 13:09:34,R2935,Mote2,4457333,BATT-R,147.00,raw,,-80,0
2013-11-07 13:09:34,R2937,Mote2,4457460,LUX-FLT,187.00,lux,,-77,0
2013-11-07 13:09:34,27,Gateway-Linux,1,Uptime,8395.22,seconds,,,
2013-11-07 13:09:34,28,Gateway-Linux,1,Idletime,7957.03,seconds,,,
2013-11-07 13:09:34,29,Gateway-Linux,1,MPU Temp,47.1,C,,,
2013-11-07 13:09:35,R2939,Mote2,4458424,Dallas,21.00,C,,-80,0
2013-11-07 13:09:35,R2939,Mote2,4458424,Dallas-F,69.8,F,,-80,0
2013-11-07 13:09:41,R2940,Mote2,4463488,BATT-R,147.00,raw,,-79,0
2013-11-07 13:09:42,R2944,Mote2,4464616,Dallas,21.00,C,,-80,0
2013-11-07 13:09:42,R2944,Mote2,4464616,Dallas-F,69.8,F,,-80,0
2013-11-07 13:09:45,30,Gateway-Linux,1,Uptime,8405.57,seconds,,,
2013-11-07 13:09:45,31,Gateway-Linux,1,Idletime,7966.92,seconds,,,
2013-11-07 13:09:45,32,Gateway-Linux,1,MPU Temp,47.1,C,,,
2013-11-07 13:09:47,R2945,Mote2,4469678,BATT-R,147.00,raw,,-81,0
2013-11-07 13:09:47,R2947,Mote2,4469837,LUX-FLT,174.00,lux,,-82,0
2013-11-07 13:09:47,R2948,Mote2,4469926,LUX-LOW,763.00,lux,,-80,0
2013-11-07 13:09:48,R2949,Mote2,4470802,Dallas,21.00,C,,-79,0
2013-11-07 13:09:48,R2949,Mote2,4470802,Dallas-F,69.8,F,,-79,0
2013-11-07 13:09:54,R2950,Mote2,4475865,BATT-R,147.00,raw,,-81,0
2013-11-07 13:09:55,R2954,Mote2,4476994,Dallas,21.00,C,,-76,0
2013-11-07 13:09:55,R2954,Mote2,4476994,Dallas-F,69.8,F,,-76,0
2013-11-07 13:09:56,33,Gateway-Linux,1,Uptime,8417.03,seconds,,,
2013-11-07 13:09:56,34,Gateway-Linux,1,Idletime,7977.86,seconds,,,
2013-11-07 13:09:56,35,Gateway-Linux,1,MPU Temp,47.6,C,,,
2013-11-07 13:10:00,R2955,Mote2,4482057,BATT-R,147.00,raw,,-79,0
2013-11-07 13:10:01,R2957,Mote2,4482192,LUX-FLT,184.00,lux,,-77,0
2013-11-07 13:10:01,R2958,Mote2,4482279,LUX-LOW,755.00,lux,,-78,0
2013-11-07 13:10:01,R2959,Mote2,4483160,Dallas,21.00,C,,-48,0
2013-11-07 13:10:01,R2959,Mote2,4483160,Dallas-F,69.8,F,,-48,0
2013-11-07 13:10:02,R2959,Mote2,4483160,Dallas,21.00,C,,-77,0
2013-11-07 13:10:02,R2959,Mote2,4483160,Dallas-F,69.8,F,,-77,0
2013-11-07 13:10:07,36,Gateway-Linux,1,Uptime,8428.32,seconds,,,
2013-11-07 13:10:07,37,Gateway-Linux,1,Idletime,7988.65,seconds,,,
2013-11-07 13:10:07,38,Gateway-Linux,1,MPU Temp,47.1,C,,,
2013-11-07 13:10:07,R2960,Mote2,4488223,BATT-R,147.00,raw,,-81,0
2013-11-07 13:10:08,R2964,Mote2,4489297,Dallas,21.00,C,,-76,0
2013-11-07 13:10:08,R2964,Mote2,4489297,Dallas-F,69.8,F,,-76,0
2013-11-07 13:10:14,R2965,Mote2,4494361,BATT-R,147.00,raw,,-78,0
2013-11-07 13:10:14,R2967,Mote2,4494467,LUX-FLT,163.00,lux,,-83,0
2013-11-07 13:10:14,R2968,Mote2,4494522,LUX-LOW,732.00,lux,,-79,0
2013-11-07 13:10:15,R2969,Mote2,4495404,Dallas,21.00,C,,-85,0
2013-11-07 13:10:15,R2969,Mote2,4495404,Dallas-F,69.8,F,,-85,0
2013-11-07 13:10:18,39,Gateway-Linux,1,Uptime,8439.48,seconds,,,
2013-11-07 13:10:18,40,Gateway-Linux,1,Idletime,7999.31,seconds,,,
2013-11-07 13:10:18,41,Gateway-Linux,1,MPU Temp,47.1,C,,,
2013-11-07 13:10:21,R2970,Mote2,4500467,BATT-R,147.00,raw,,-80,0
2013-11-07 13:10:21,R2973,Mote2,4500712,LUX-LOW,715.00,lux,,-79,0
2013-11-07 13:10:22,R2974,Mote2,4501593,Dallas,21.00,C,,-79,0
2013-11-07 13:10:22,R2974,Mote2,4501593,Dallas-F,69.8,F,,-79,0
2013-11-07 13:10:22,R2974,Mote2,4501593,Dallas,21.00,C,,-77,0
2013-11-07 13:10:22,R2974,Mote2,4501593,Dallas-F,69.8,F,,-77,0
2013-11-07 13:10:27,R2975,Mote2,4506933,BATT-R,147.00,raw,,-77,0
2013-11-07 13:10:28,R2976,Mote2,4507005,BATT-V,5.22,volts,,-79,0
2013-11-07 13:10:28,R2977,Mote2,4507174,LUX-FLT,161.00,lux,,-75,0
2013-11-07 13:10:28,R2978,Mote2,4507231,LUX-LOW,724.00,lux,,-82,0
2013-11-07 13:10:29,R2979,Mote2,4508113,Dallas,21.00,C,,-78,0
2013-11-07 13:10:29,R2979,Mote2,4508113,Dallas-F,69.8,F,,-78,0
2013-11-07 13:10:30,42,Gateway-Linux,1,Uptime,8450.79,seconds,,,
2013-11-07 13:10:30,43,Gateway-Linux,1,Idletime,8009.96,seconds,,,
2013-11-07 13:10:30,44,Gateway-Linux,1,MPU Temp,47.6,C,,,
2013-11-07 13:10:34,R2980,Mote2,4513177,BATT-R,147.00,raw,,-79,0
2013-11-07 13:10:34,R2981,Mote2,4513218,BATT-V,5.22,volts,,-79,0
2013-11-07 13:10:34,R2983,Mote2,4513387,LUX-LOW,708.00,lux,,-79,0
2013-11-07 13:10:35,R2984,Mote2,4514220,Dallas,21.00,C,,-79,0
2013-11-07 13:10:35,R2984,Mote2,4514220,Dallas-F,69.8,F,,-79,0
2013-11-07 13:10:41,45,Gateway-Linux,1,Uptime,8461.93,seconds,,,
2013-11-07 13:10:41,46,Gateway-Linux,1,Idletime,8020.61,seconds,,,
2013-11-07 13:10:41,47,Gateway-Linux,1,MPU Temp,47.1,C,,,
2013-11-07 13:10:41,R2985,Mote2,4519251,BATT-R,147.00,raw,,-77,0
2013-11-07 13:10:41,R2988,Mote2,4519467,LUX-LOW,691.00,lux,,-80,0
2013-11-07 13:10:42,R2989,Mote2,4520348,Dallas,21.00,C,,-79,0
2013-11-07 13:10:42,R2989,Mote2,4520348,Dallas-F,69.8,F,,-79,0
2013-11-07 13:10:48,R2990,Mote2,4525411,BATT-R,147.00,raw,,-77,0
2013-11-07 13:10:48,R2992,Mote2,4525517,LUX-FLT,164.00,lux,,-84,0
2013-11-07 13:10:48,R2993,Mote2,4525599,LUX-LOW,700.00,lux,,-76,0
2013-11-07 13:10:49,R2994,Mote2,4526471,Dallas,21.00,C,,-80,0
2013-11-07 13:10:49,R2994,Mote2,4526471,Dallas-F,69.8,F,,-80,0
2013-11-07 13:10:52,48,Gateway-Linux,1,Uptime,8473.29,seconds,,,
2013-11-07 13:10:52,49,Gateway-Linux,1,Idletime,8031.48,seconds,,,
2013-11-07 13:10:52,50,Gateway-Linux,1,MPU Temp,47.1,C,,,
2013-11-07 13:10:54,R2995,Mote2,4531534,BATT-R,147.00,raw,,-87,0
2013-11-07 13:10:54,R2997,Mote2,4531686,LUX-FLT,176.00,lux,,-80,0
2013-11-07 13:10:55,R2999,Mote2,4532654,Dallas,21.00,C,,-76,0
2013-11-07 13:10:55,R2999,Mote2,4532654,Dallas-F,69.8,F,,-76,0
2013-11-07 13:11:01,R3000,Mote2,4537717,BATT-R,147.00,raw,,-80,0
2013-11-07 13:11:02,R3004,Mote2,4538843,Dallas,20.94,C,,-80,0
2013-11-07 13:11:02,R3004,Mote2,4538843,Dallas-F,69.692,F,,-80,0
2013-11-07 13:11:03,51,Gateway-Linux,1,Uptime,8483.53,seconds,,,
2013-11-07 13:11:03,52,Gateway-Linux,1,Idletime,8040.68,seconds,,,
2013-11-07 13:11:03,53,Gateway-Linux,1,MPU Temp,47.6,C,,,
2013-11-07 13:11:08,R3005,Mote2,4543906,BATT-R,147.00,raw,,-81,0
2013-11-07 13:11:08,R3008,Mote2,4544151,LUX-LOW,693.00,lux,,-80,0
2013-11-07 13:11:09,R3009,Mote2,4545032,Dallas,21.00,C,,-78,0
2013-11-07 13:11:09,R3009,Mote2,4545032,Dallas-F,69.8,F,,-78,0
2013-11-07 13:11:14,54,Gateway-Linux,1,Uptime,8494.91,seconds,,,
2013-11-07 13:11:14,55,Gateway-Linux,1,Idletime,8051.61,seconds,,,
2013-11-07 13:11:14,56,Gateway-Linux,1,MPU Temp,47.6,C,,,
2013-11-07 13:11:14,R3010,Mote2,4550095,BATT-R,147.00,raw,,-80,0
2013-11-07 13:11:15,R3013,Mote2,4550339,LUX-LOW,677.00,lux,,-83,0
2013-11-07 13:11:16,R3014,Mote2,4551221,Dallas,20.94,C,,-80,0
2013-11-07 13:11:16,R3014,Mote2,4551221,Dallas-F,69.692,F,,-80,0
2013-11-07 13:11:21,R3015,Mote2,4556285,BATT-R,147.00,raw,,-79,0
2013-11-07 13:11:21,R3016,Mote2,4556354,BATT-V,5.22,volts,,-76,0
2013-11-07 13:11:22,R3019,Mote2,4557375,Dallas,20.94,C,,-88,0
2013-11-07 13:11:22,R3019,Mote2,4557375,Dallas-F,69.692,F,,-88,0
2013-11-07 13:11:25,57,Gateway-Linux,1,Uptime,8506.08,seconds,,,
2013-11-07 13:11:25,58,Gateway-Linux,1,Idletime,8061.75,seconds,,,
2013-11-07 13:11:25,59,Gateway-Linux,1,MPU Temp,46.5,C,,,
2013-11-07 13:11:28,R3020,Mote2,4562438,BATT-R,147.00,raw,,-80,0
2013-11-07 13:11:28,R3021,Mote2,4562483,BATT-V,5.22,volts,,-80,0
2013-11-07 13:11:29,R3024,Mote2,4563540,Dallas,20.94,C,,-80,0
2013-11-07 13:11:29,R3024,Mote2,4563540,Dallas-F,69.692,F,,-80,0
2013-11-07 13:11:34,R3025,Mote2,4568604,BATT-R,147.00,raw,,-82,0
2013-11-07 13:11:35,R3026,Mote2,4568648,BATT-V,5.22,volts,,-78,0
2013-11-07 13:11:35,R3028,Mote2,4568822,LUX-LOW,686.00,lux,,-81,0
2013-11-07 13:11:36,R3029,Mote2,4569705,Dallas,20.94,C,,-79,0
2013-11-07 13:11:36,R3029,Mote2,4569705,Dallas-F,69.692,F,,-79,0
2013-11-07 13:11:36,60,Gateway-Linux,1,Uptime,8517.21,seconds,,,
2013-11-07 13:11:36,61,Gateway-Linux,1,Idletime,8071.85,seconds,,,
2013-11-07 13:11:36,62,Gateway-Linux,1,MPU Temp,47.1,C,,,
2013-11-07 13:11:41,R3030,Mote2,4574768,BATT-R,147.00,raw,,-80,0
2013-11-07 13:11:41,R3032,Mote2,4574918,LUX-FLT,178.00,lux,,-78,0
2013-11-07 13:11:41,R3033,Mote2,4574953,LUX-LOW,686.00,lux,,-77,0
2013-11-07 13:11:42,R3034,Mote2,4575834,Dallas,20.94,C,,-83,0
2013-11-07 13:11:42,R3034,Mote2,4575834,Dallas-F,69.692,F,,-83,0
2013-11-07 13:11:47,63,Gateway-Linux,1,Uptime,8528.47,seconds,,,
2013-11-07 13:11:47,64,Gateway-Linux,1,Idletime,8082.67,seconds,,,
2013-11-07 13:11:47,65,Gateway-Linux,1,MPU Temp,46.5,C,,,
2013-11-07 13:11:48,R3035,Mote2,4580872,BATT-R,147.00,raw,,-80,0
2013-11-07 13:11:48,R3037,Mote2,4581000,LUX-FLT,170.00,lux,,-80,0
2013-11-07 13:11:49,R3039,Mote2,4581969,Dallas,20.94,C,,-77,0
2013-11-07 13:11:49,R3039,Mote2,4581969,Dallas-F,69.692,F,,-77,0
2013-11-07 13:11:55,R3040,Mote2,4587033,BATT-R,147.00,raw,,-86,0
2013-11-07 13:11:55,R3043,Mote2,4587279,LUX-LOW,669.00,lux,,-79,0
2013-11-07 13:11:56,R3044,Mote2,4588420,Dallas,20.94,C,,-77,0
2013-11-07 13:11:56,R3044,Mote2,4588420,Dallas-F,69.692,F,,-77,0
2013-11-07 13:11:58,66,Gateway-Linux,1,Uptime,8538.67,seconds,,,
2013-11-07 13:11:58,67,Gateway-Linux,1,Idletime,8091.88,seconds,,,
2013-11-07 13:11:58,68,Gateway-Linux,1,MPU Temp,47.1,C,,,
2013-11-07 13:12:01,R3045,Mote2,4593483,BATT-R,147.00,raw,,-83,0
2013-11-07 13:12:02,R3047,Mote2,4593610,LUX-FLT,161.00,lux,,-81,0
2013-11-07 13:12:03,R3049,Mote2,4594575,Dallas,20.88,C,,-80,0
2013-11-07 13:12:03,R3049,Mote2,4594575,Dallas-F,69.584,F,,-80,0
2013-11-07 13:12:08,R3050,Mote2,4599639,BATT-R,147.00,raw,,-78,0
2013-11-07 13:12:08,R3053,Mote2,4599885,LUX-LOW,669.00,lux,,-82,0
2013-11-07 13:12:09,69,Gateway-Linux,1,Uptime,8549.81,seconds,,,
2013-11-07 13:12:09,70,Gateway-Linux,1,Idletime,8102.05,seconds,,,
2013-11-07 13:12:09,71,Gateway-Linux,1,MPU Temp,47.1,C,,,
2013-11-07 13:12:09,R3054,Mote2,4600742,Dallas,20.94,C,,-76,0
2013-11-07 13:12:09,R3054,Mote2,4600742,Dallas-F,69.692,F,,-76,0
2013-11-07 13:12:15,R3055,Mote2,4605806,BATT-R,147.00,raw,,-79,0
2013-11-07 13:12:15,R3058,Mote2,4606053,LUX-LOW,669.00,lux,,-79,0
2013-11-07 13:12:16,R3059,Mote2,4606935,Dallas,20.94,C,,-82,0
2013-11-07 13:12:16,R3059,Mote2,4606935,Dallas-F,69.692,F,,-82,0
2013-11-07 13:12:20,72,Gateway-Linux,1,Uptime,8561.03,seconds,,,
2013-11-07 13:12:20,73,Gateway-Linux,1,Idletime,8112.32,seconds,,,
2013-11-07 13:12:20,74,Gateway-Linux,1,MPU Temp,47.1,C,,,
2013-11-07 13:12:21,R3060,Mote2,4611998,BATT-R,147.00,raw,,-85,0
2013-11-07 13:12:22,R3061,Mote2,4612019,BATT-V,5.22,volts,,-81,0
2013-11-07 13:12:22,R3062,Mote2,4612106,LUX-FLT,171.00,lux,,-80,0
2013-11-07 13:12:23,R3064,Mote2,4613076,Dallas,20.94,C,,-81,0
2013-11-07 13:12:23,R3064,Mote2,4613076,Dallas-F,69.692,F,,-81,0
2013-11-07 13:12:28,R3065,Mote2,4618138,BATT-R,147.00,raw,,-76,0
2013-11-07 13:12:28,R3066,Mote2,4618209,BATT-V,5.22,volts,,-84,0
2013-11-07 13:12:29,R3068,Mote2,4618358,LUX-LOW,669.00,lux,,-78,0
2013-11-07 13:12:29,R3069,Mote2,4619241,Dallas,20.94,C,,-80,0
2013-11-07 13:12:29,R3069,Mote2,4619241,Dallas-F,69.692,F,,-80,0
2013-11-07 13:12:31,75,Gateway-Linux,1,Uptime,8572.20,seconds,,,
2013-11-07 13:12:31,76,Gateway-Linux,1,Idletime,8122.76,seconds,,,
2013-11-07 13:12:31,77,Gateway-Linux,1,MPU Temp,47.6,C,,,
2013-11-07 13:12:35,R3070,Mote2,4624304,BATT-R,147.00,raw,,-82,0
2013-11-07 13:12:35,R3072,Mote2,4624439,LUX-FLT,166.00,lux,,-87,0
2013-11-07 13:12:35,R3072,Mote2,4624439,LUX-FLT,166.00,lux,,-81,0
2013-11-07 13:12:36,R3074,Mote2,4625409,Dallas,20.94,C,,-82,0
2013-11-07 13:12:36,R3074,Mote2,4625409,Dallas-F,69.692,F,,-82,0
2013-11-07 13:12:42,R3075,Mote2,4630472,BATT-R,147.00,raw,,-82,0
2013-11-07 13:12:42,R3075,Mote2,4630472,BATT-R,147.00,raw,,-47,0
2013-11-07 13:12:42,R3077,Mote2,4630631,LUX-FLT,165.00,lux,,-80,0
2013-11-07 13:12:42,R3078,Mote2,4630717,LUX-LOW,669.00,lux,,-78,0
2013-11-07 13:12:42,78,Gateway-Linux,1,Uptime,8583.42,seconds,,,
2013-11-07 13:12:42,79,Gateway-Linux,1,Idletime,8132.82,seconds,,,
2013-11-07 13:12:42,80,Gateway-Linux,1,MPU Temp,47.6,C,,,
2013-11-07 13:12:43,R3079,Mote2,4631784,Dallas,20.94,C,,-77,0
2013-11-07 13:12:43,R3079,Mote2,4631784,Dallas-F,69.692,F,,-77,0
2013-11-07 13:12:48,R3080,Mote2,4636847,BATT-R,147.00,raw,,-80,0
2013-11-07 13:12:49,R3080,Mote2,4636847,BATT-R,147.00,raw,,-80,0
2013-11-07 13:12:49,R3083,Mote2,4637232,LUX-LOW,669.00,lux,,-81,0
2013-11-07 13:12:50,R3084,Mote2,4638113,Dallas,20.94,C,,-80,0
2013-11-07 13:12:50,R3084,Mote2,4638113,Dallas-F,69.692,F,,-80,0
2013-11-07 13:12:50,R3084,Mote2,4638113,Dallas,20.94,C,,-82,0
2013-11-07 13:12:50,R3084,Mote2,4638113,Dallas-F,69.692,F,,-82,0
2013-11-07 13:12:53,81,Gateway-Linux,1,Uptime,8593.54,seconds,,,
2013-11-07 13:12:53,82,Gateway-Linux,1,Idletime,8141.87,seconds,,,
2013-11-07 13:12:53,83,Gateway-Linux,1,MPU Temp,47.1,C,,,
2013-11-07 13:12:55,R3085,Mote2,4643194,BATT-R,147.00,raw,,-80,0
2013-11-07 13:12:55,R3086,Mote2,4643236,BATT-V,5.22,volts,,-79,0
2013-11-07 13:12:55,R3087,Mote2,4643322,LUX-FLT,169.00,lux,,-78,0
2013-11-07 13:12:56,R3088,Mote2,4643409,LUX-LOW,669.00,lux,,-80,0
2013-11-07 13:12:56,R3089,Mote2,4644263,Dallas,20.94,C,,-81,0
2013-11-07 13:12:56,R3089,Mote2,4644263,Dallas-F,69.692,F,,-81,0
2013-11-07 13:13:02,R3090,Mote2,4649322,BATT-R,147.00,raw,,-79,0
2013-11-07 13:13:02,R3093,Mote2,4649517,LUX-LOW,669.00,lux,,-87,0
2013-11-07 13:13:03,R3094,Mote2,4650393,Dallas,20.94,C,,-76,0
2013-11-07 13:13:03,R3094,Mote2,4650393,Dallas-F,69.692,F,,-76,0
2013-11-07 13:13:05,84,Gateway-Linux,1,Uptime,8605.69,seconds,,,
2013-11-07 13:13:05,85,Gateway-Linux,1,Idletime,8153.20,seconds,,,
2013-11-07 13:13:05,86,Gateway-Linux,1,MPU Temp,47.6,C,,,
2013-11-07 13:13:09,R3095,Mote2,4655456,BATT-R,147.00,raw,,-81,0
2013-11-07 13:13:09,R3097,Mote2,4655616,LUX-FLT,168.00,lux,,-83,0
2013-11-07 13:13:09,R3098,Mote2,4655703,LUX-LOW,669.00,lux,,-80,0
2013-11-07 13:13:10,R3099,Mote2,4656584,Dallas,20.94,C,,-79,0
2013-11-07 13:13:10,R3099,Mote2,4656584,Dallas-F,69.692,F,,-79,0
2013-11-07 13:13:15,R3100,Mote2,4661648,BATT-R,147.00,raw,,-80,0
2013-11-07 13:13:16,R3102,Mote2,4661753,LUX-FLT,164.00,lux,,-81,0
2013-11-07 13:13:16,87,Gateway-Linux,1,Uptime,8616.95,seconds,,,
2013-11-07 13:13:16,88,Gateway-Linux,1,Idletime,8163.46,seconds,,,
2013-11-07 13:13:16,89,Gateway-Linux,1,MPU Temp,47.6,C,,,
2013-11-07 13:13:16,R3104,Mote2,4662695,Dallas,20.94,C,,-82,0
2013-11-07 13:13:16,R3104,Mote2,4662695,Dallas-F,69.692,F,,-82,0
2013-11-07 13:13:22,R3105,Mote2,4667759,BATT-R,147.00,raw,,-79,0
2013-11-07 13:13:22,R3106,Mote2,4667830,BATT-V,5.22,volts,,-83,0
2013-11-07 13:13:22,R3108,Mote2,4668005,LUX-LOW,686.00,lux,,-81,0
2013-11-07 13:13:23,R3109,Mote2,4668887,Dallas,20.94,C,,-86,0
2013-11-07 13:13:23,R3109,Mote2,4668887,Dallas-F,69.692,F,,-86,0
2013-11-07 13:13:27,90,Gateway-Linux,1,Uptime,8628.11,seconds,,,
2013-11-07 13:13:27,91,Gateway-Linux,1,Idletime,8173.62,seconds,,,
2013-11-07 13:13:27,92,Gateway-Linux,1,MPU Temp,47.1,C,,,
2013-11-07 13:13:29,R3110,Mote2,4673924,BATT-R,147.00,raw,,-77,0
2013-11-07 13:13:29,R3112,Mote2,4674058,LUX-FLT,169.00,lux,,-85,0
2013-11-07 13:13:29,R3113,Mote2,4674093,LUX-LOW,686.00,lux,,-81,0
2013-11-07 13:13:30,R3114,Mote2,4674927,Dallas,20.94,C,,-80,0
2013-11-07 13:13:30,R3114,Mote2,4674927,Dallas-F,69.692,F,,-80,0
2013-11-07 13:13:36,R3115,Mote2,4679990,BATT-R,147.00,raw,,-79,0
2013-11-07 13:13:37,R3119,Mote2,4681118,Dallas,20.94,C,,-79,0
2013-11-07 13:13:37,R3119,Mote2,4681118,Dallas-F,69.692,F,,-79,0
2013-11-07 13:13:38,93,Gateway-Linux,1,Uptime,8639.25,seconds,,,
2013-11-07 13:13:38,94,Gateway-Linux,1,Idletime,8183.77,seconds,,,
2013-11-07 13:13:38,95,Gateway-Linux,1,MPU Temp,47.6,C,,,
2013-11-07 13:13:42,R3120,Mote2,4686182,BATT-R,147.00,raw,,-79,0
2013-11-07 13:13:42,R3122,Mote2,4686341,LUX-FLT,163.00,lux,,-79,0
2013-11-07 13:13:43,R3124,Mote2,4687309,Dallas,20.94,C,,-79,0
2013-11-07 13:13:43,R3124,Mote2,4687309,Dallas-F,69.692,F,,-79,0
2013-11-07 13:13:49,R3125,Mote2,4692374,BATT-R,147.00,raw,,-82,0
2013-11-07 13:13:49,R3126,Mote2,4692436,BATT-V,5.22,volts,,-81,0
2013-11-07 13:13:49,R3128,Mote2,4692610,LUX-LOW,719.00,lux,,-82,0
2013-11-07 13:13:49,96,Gateway-Linux,1,Uptime,8650.41,seconds,,,
2013-11-07 13:13:49,97,Gateway-Linux,1,Idletime,8194.30,seconds,,,
2013-11-07 13:13:49,98,Gateway-Linux,1,MPU Temp,47.1,C,,,
2013-11-07 13:13:50,R3129,Mote2,4693491,Dallas,20.88,C,,-77,0
2013-11-07 13:13:50,R3129,Mote2,4693491,Dallas-F,69.584,F,,-77,0
2013-11-07 13:13:55,R3130,Mote2,4698555,BATT-R,147.00,raw,,-78,0
2013-11-07 13:13:56,R3132,Mote2,4698659,LUX-FLT,172.00,lux,,-79,0
2013-11-07 13:13:57,R3134,Mote2,4699580,Dallas,20.94,C,,-81,0
2013-11-07 13:13:57,R3134,Mote2,4699580,Dallas-F,69.692,F,,-81,0
2013-11-07 13:14:00,99,Gateway-Linux,1,Uptime,8660.84,seconds,,,
2013-11-07 13:14:00,100,Gateway-Linux,1,Idletime,8203.75,seconds,,,
2013-11-07 13:14:00,101,Gateway-Linux,1,MPU Temp,47.1,C,,,
2013-11-07 13:14:02,R3135,Mote2,4704644,BATT-R,147.00,raw,,-82,0
2013-11-07 13:14:02,R3137,Mote2,4704772,LUX-FLT,172.00,lux,,-85,0
2013-11-07 13:14:02,R3137,Mote2,4704772,LUX-FLT,172.00,lux,,-82,0
2013-11-07 13:14:03,R3139,Mote2,4705809,Dallas,20.88,C,,-80,0
2013-11-07 13:14:03,R3139,Mote2,4705809,Dallas-F,69.584,F,,-80,0
2013-11-07 13:14:09,R3140,Mote2,4710873,BATT-R,147.00,raw,,-78,0
2013-11-07 13:14:09,R3143,Mote2,4711120,LUX-LOW,709.00,lux,,-80,0
2013-11-07 13:14:10,R3144,Mote2,4712050,Dallas,20.88,C,,-81,0
2013-11-07 13:14:10,R3144,Mote2,4712050,Dallas-F,69.584,F,,-81,0
2013-11-07 13:14:10,R3144,Mote2,4712050,Dallas,20.88,C,,-81,0
2013-11-07 13:14:10,R3144,Mote2,4712050,Dallas-F,69.584,F,,-81,0
2013-11-07 13:14:11,102,Gateway-Linux,1,Uptime,8672.22,seconds,,,
2013-11-07 13:14:11,103,Gateway-Linux,1,Idletime,8213.97,seconds,,,
2013-11-07 13:14:11,104,Gateway-Linux,1,MPU Temp,47.6,C,,,
2013-11-07 13:14:16,R3145,Mote2,4717143,BATT-R,147.00,raw,,-85,0
2013-11-07 13:14:16,R3147,Mote2,4717252,LUX-FLT,179.00,lux,,-83,0
2013-11-07 13:14:17,R3149,Mote2,4718219,Dallas,20.88,C,,-82,0
