TS,Sequence,Node,Millis,Sensor,Reading,ReadingUnits,Memo,RSSI,OriginId
2013-11-07 12:17:19,R6265,Proto1,4724261,MDWIND,698.00,raw,,-77,0
2013-11-07 12:17:19,R1205,Mote2,1505861,BATT-R,148.00,raw,,-79,0
2013-11-07 12:17:20,R1207,Mote2,1505964,LUX-FLT,187.00,lux,,-84,0
2013-11-07 12:17:20,R6266,Proto1,4725166,Dallas,28.69,C,,-77,0
2013-11-07 12:17:20,R6266,Proto1,4725166,Dallas-F,83.642,F,,-77,0
2013-11-07 12:17:20,R1209,Mote2,1506932,Dallas,21.63,C,,-78,0
2013-11-07 12:17:20,R1209,Mote2,1506932,Dallas-F,70.934,F,,-78,0
2013-11-07 12:17:25,R6267,Proto1,4729917,SHT15-Temp,-42.56,C,,-77,0
2013-11-07 12:17:25,R6267,Proto1,4729917,SHT15-Temp-F,-44.608,F,,-77,0
2013-11-07 12:17:26,R1210,Mote2,1512001,BATT-R,148.00,raw,,-80,0
2013-11-07 12:17:27,R1214,Mote2,1513156,Dallas,21.56,C,,-77,0
2013-11-07 12:17:27,R1214,Mote2,1513156,Dallas-F,70.808,F,,-77,0
2013-11-07 12:17:28,R6276,Proto1,4732590,Dallas,28.69,C,,-78,0
2013-11-07 12:17:28,R6276,Proto1,4732590,Dallas-F,83.642,F,,-78,0
2013-11-07 12:17:32,R6277,Proto1,4737681,SHT15-Temp,-42.56,C,,-77,0
2013-11-07 12:17:32,R6277,Proto1,4737681,SHT15-Temp-F,-44.608,F,,-77,0
2013-11-07 12:17:32,R6278,Proto1,4737745,SHT15-RH,-13.84,%RH,,-82,0
2013-11-07 12:17:32,R6280,Proto1,4737912,BATT-V,3.19,volts,,-80,0
2013-11-07 12:17:33,R6281,Proto1,4737957,DUM,3.14,na,,-78,0
2013-11-07 12:17:33,R6282,Proto1,4738067,LUX-FLT,139.00,lux,,-31,0
2013-11-07 12:17:33,R1215,Mote2,1518230,BATT-R,148.00,raw,,-76,0
2013-11-07 12:17:33,R1216,Mote2,1518301,BATT-V,5.25,volts,,-77,0
2013-11-07 12:17:33,R1217,Mote2,1518396,LUX-FLT,185.00,lux,,-80,0
2013-11-07 12:17:33,R1217,Mote2,1518396,LUX-FLT,185.00,lux,,-79,0
2013-11-07 12:17:34,R1219,Mote2,1519425,Dallas,21.63,C,,-79,0
2013-11-07 12:17:34,R1219,Mote2,1519425,Dallas-F,70.934,F,,-79,0
2013-11-07 12:17:39,R6287,Proto1,4744112,SHT15-Temp,-42.56,C,,-79,0
2013-11-07 12:17:39,R6287,Proto1,4744112,SHT15-Temp-F,-44.608,F,,-79,0
2013-11-07 12:17:40,R6292,Proto1,4744608,LUX-FLT,139.00,lux,,-78,0
2013-11-07 12:17:41,R6296,Proto1,4746061,Dallas,28.75,C,,-80,0
2013-11-07 12:17:41,R6296,Proto1,4746061,Dallas-F,83.75,F,,-80,0
2013-11-07 12:17:45,R6297,Proto1,4750802,SHT15-Temp,-42.56,C,,-81,0
2013-11-07 12:17:45,R6297,Proto1,4750802,SHT15-Temp-F,-44.608,F,,-81,0
2013-11-07 12:17:46,R6298,Proto1,4750888,SHT15-RH,-13.84,%RH,,-80,0
2013-11-07 12:17:46,R6303,Proto1,4751386,BMP-Temp,28.21,C,,-79,0
2013-11-07 12:17:46,R6303,Proto1,4751386,BMP-Temp-F,82.778,F,,-79,0
2013-11-07 12:17:46,R1228,Mote2,1531000,LUX-LOW,744.00,lux,,-82,0
2013-11-07 12:17:47,R6306,Proto1,4752580,Dallas,28.75,C,,-81,0
2013-11-07 12:17:47,R6306,Proto1,4752580,Dallas-F,83.75,F,,-81,0
2013-11-07 12:17:47,R1229,Mote2,1531883,Dallas,21.56,C,,-77,0
2013-11-07 12:17:47,R1229,Mote2,1531883,Dallas-F,70.808,F,,-77,0
2013-11-07 12:17:52,R6307,Proto1,4757338,SHT15-Temp,-42.56,C,,-80,0
2013-11-07 12:17:52,R6307,Proto1,4757338,SHT15-Temp-F,-44.608,F,,-80,0
2013-11-07 12:17:52,R6309,Proto1,4757481,Radio-Temp,27.00,C,,-79,0
2013-11-07 12:17:52,R6309,Proto1,4757481,Radio-Temp-F,80.6,F,,-79,0
2013-11-07 12:17:53,R1230,Mote2,1536948,BATT-R,148.00,raw,,-75,0
2013-11-07 12:17:53,R1233,Mote2,1537210,LUX-LOW,728.00,lux,,-77,0
2013-11-07 12:17:54,R6316,Proto1,4759432,Dallas,28.75,C,,-79,0
2013-11-07 12:17:54,R6316,Proto1,4759432,Dallas-F,83.75,F,,-79,0
2013-11-07 12:17:59,R6317,Proto1,4764182,SHT15-Temp,-42.56,C,,-78,0
2013-11-07 12:17:59,R6317,Proto1,4764182,SHT15-Temp-F,-44.608,F,,-78,0
2013-11-07 12:17:59,R6318,Proto1,4764279,SHT15-RH,-13.84,%RH,,-81,0
2013-11-07 12:17:59,R6319,Proto1,4764370,Radio-Temp,27.00,C,,-79,0
2013-11-07 12:17:59,R6319,Proto1,4764370,Radio-Temp-F,80.6,F,,-79,0
2013-11-07 12:18:00,R1235,Mote2,1543159,BATT-R,148.00,raw,,-82,0
2013-11-07 12:18:00,R1238,Mote2,1543403,LUX-LOW,737.00,lux,,-82,0
2013-11-07 12:18:01,R1239,Mote2,1544292,Dallas,21.56,C,,-80,0
2013-11-07 12:18:01,R1239,Mote2,1544292,Dallas-F,70.808,F,,-80,0
2013-11-07 12:18:01,R6326,Proto1,4766550,Dallas,28.69,C,,-79,0
2013-11-07 12:18:01,R6326,Proto1,4766550,Dallas-F,83.642,F,,-79,0
2013-11-07 12:18:06,R6327,Proto1,4771254,SHT15-Temp,-42.56,C,,-76,0
2013-11-07 12:18:06,R6327,Proto1,4771254,SHT15-Temp-F,-44.608,F,,-76,0
2013-11-07 12:18:06,R6329,Proto1,4771437,Radio-Temp,27.00,C,,-80,0
2013-11-07 12:18:06,R6329,Proto1,4771437,Radio-Temp-F,80.6,F,,-80,0
2013-11-07 12:18:06,R6330,Proto1,4771529,BATT-V,3.19,volts,,-82,0
2013-11-07 12:18:06,R6331,Proto1,4771618,DUM,3.14,na,,-46,0
2013-11-07 12:18:07,R6334,Proto1,4771964,BMP-Pressure,100241.00,Pa,,-81,0
2013-11-07 12:18:08,R6336,Proto1,4772974,Dallas,28.69,C,,-79,0
2013-11-07 12:18:08,R6336,Proto1,4772974,Dallas-F,83.642,F,,-79,0
2013-11-07 12:18:12,R6337,Proto1,4777746,SHT15-Temp,-42.56,C,,-77,0
2013-11-07 12:18:12,R6337,Proto1,4777746,SHT15-Temp-F,-44.608,F,,-77,0
2013-11-07 12:18:13,R1245,Mote2,1555588,BATT-R,148.00,raw,,-79,0
2013-11-07 12:18:13,R1246,Mote2,1555641,BATT-V,5.25,volts,,-80,0
2013-11-07 12:18:14,R6340,Proto1,4778847,BATT-V,3.30,volts,,-81,0
2013-11-07 12:18:14,R6343,Proto1,4779140,BMP-Temp,28.21,C,,-81,0
2013-11-07 12:18:14,R6343,Proto1,4779140,BMP-Temp-F,82.778,F,,-81,0
2013-11-07 12:18:14,R1249,Mote2,1556729,Dallas,21.56,C,,-77,0
2013-11-07 12:18:14,R1249,Mote2,1556729,Dallas-F,70.808,F,,-77,0
2013-11-07 12:18:15,R6346,Proto1,4780275,Dallas,28.63,C,,-80,0
2013-11-07 12:18:15,R6346,Proto1,4780275,Dallas-F,83.534,F,,-80,0
2013-11-07 12:18:20,R6347,Proto1,4785021,SHT15-Temp,-42.56,C,,-46,0
2013-11-07 12:18:20,R6347,Proto1,4785021,SHT15-Temp-F,-44.608,F,,-46,0
2013-11-07 12:18:20,R6352,Proto1,4785469,LUX-FLT,135.00,lux,,-31,0
2013-11-07 12:18:20,R1253,Mote2,1562059,LUX-LOW,704.00,lux,,-77,0
2013-11-07 12:18:21,R1254,Mote2,1562942,Dallas,21.50,C,,-77,0
2013-11-07 12:18:21,R1254,Mote2,1562942,Dallas-F,70.7,F,,-77,0
2013-11-07 12:18:21,R6356,Proto1,4786733,Dallas,28.69,C,,-79,0
2013-11-07 12:18:21,R6356,Proto1,4786733,Dallas-F,83.642,F,,-79,0
2013-11-07 12:18:26,R6357,Proto1,4791477,SHT15-Temp,-42.56,C,,-77,0
2013-11-07 12:18:26,R6357,Proto1,4791477,SHT15-Temp-F,-44.608,F,,-77,0
2013-11-07 12:18:26,R6358,Proto1,4791542,SHT15-RH,-13.84,%RH,,-79,0
2013-11-07 12:18:26,R6362,Proto1,4791870,LUX-FLT,136.00,lux,,-80,0
2013-11-07 12:18:27,R1255,Mote2,1568012,BATT-R,148.00,raw,,-75,0
2013-11-07 12:18:27,R6365,Proto1,4792442,MDWIND,719.00,raw,,-80,0
2013-11-07 12:18:28,R1259,Mote2,1569185,Dallas,21.56,C,,-77,0
2013-11-07 12:18:28,R1259,Mote2,1569185,Dallas-F,70.808,F,,-77,0
2013-11-07 12:18:28,R6366,Proto1,4793563,Dallas,28.75,C,,-76,0
2013-11-07 12:18:28,R6366,Proto1,4793563,Dallas-F,83.75,F,,-76,0
2013-11-07 12:18:33,R6367,Proto1,4798316,SHT15-Temp,-42.56,C,,-78,0
2013-11-07 12:18:33,R6367,Proto1,4798316,SHT15-Temp-F,-44.608,F,,-78,0
2013-11-07 12:18:33,R6368,Proto1,4798363,SHT15-RH,-13.84,%RH,,-84,0
2013-11-07 12:18:33,R6369,Proto1,4798456,Radio-Temp,29.00,C,,-79,0
2013-11-07 12:18:33,R6369,Proto1,4798456,Radio-Temp-F,84.2,F,,-79,0
2013-11-07 12:18:34,R6372,Proto1,4798732,LUX-FLT,134.00,lux,,-79,0
2013-11-07 12:18:35,R6376,Proto1,4799979,Dallas,28.56,C,,-81,0
2013-11-07 12:18:35,R6376,Proto1,4799979,Dallas-F,83.408,F,,-81,0
2013-11-07 12:18:39,R6377,Proto1,4804746,SHT15-Temp,-42.56,C,,-81,0
2013-11-07 12:18:39,R6377,Proto1,4804746,SHT15-Temp-F,-44.608,F,,-81,0
2013-11-07 12:18:40,R6379,Proto1,4804928,Radio-Temp,28.00,C,,-79,0
2013-11-07 12:18:40,R6379,Proto1,4804928,Radio-Temp-F,82.4,F,,-79,0
2013-11-07 12:18:40,R6382,Proto1,4805207,LUX-FLT,136.00,lux,,-81,0
2013-11-07 12:18:40,R6384,Proto1,4805428,BMP-Pressure,100239.00,Pa,,-79,0
2013-11-07 12:18:40,R6385,Proto1,4805504,MDWIND,776.00,raw,,-78,0
2013-11-07 12:18:41,R1265,Mote2,1580500,BATT-R,148.00,raw,,-77,0
2013-11-07 12:18:41,R6386,Proto1,4806408,Dallas,28.50,C,,-80,0
2013-11-07 12:18:41,R6386,Proto1,4806408,Dallas-F,83.3,F,,-80,0
2013-11-07 12:18:42,R1269,Mote2,1581978,Dallas,21.56,C,,-75,0
2013-11-07 12:18:42,R1269,Mote2,1581978,Dallas-F,70.808,F,,-75,0
2013-11-07 12:18:46,R6387,Proto1,4811156,SHT15-Temp,-42.56,C,,-76,0
2013-11-07 12:18:46,R6387,Proto1,4811156,SHT15-Temp-F,-44.608,F,,-76,0
2013-11-07 12:18:46,R6389,Proto1,4811355,Radio-Temp,164.00,C,,-79,0
2013-11-07 12:18:46,R6389,Proto1,4811355,Radio-Temp-F,327.2,F,,-79,0
2013-11-07 12:18:46,R6391,Proto1,4811472,DUM,3.14,na,,-80,0
2013-11-07 12:18:47,R6391,Proto1,4811472,DUM,3.14,na,,-78,0
2013-11-07 12:18:47,R6395,Proto1,4812509,MDWIND,710.00,raw,,-81,0
2013-11-07 12:18:48,R1270,Mote2,1587041,BATT-R,148.00,raw,,-77,0
2013-11-07 12:18:48,R6396,Proto1,4813414,Dallas,28.31,C,,-80,0
2013-11-07 12:18:48,R6396,Proto1,4813414,Dallas-F,82.958,F,,-80,0
2013-11-07 12:18:48,R1274,Mote2,1588169,Dallas,21.50,C,,-80,0
2013-11-07 12:18:48,R1274,Mote2,1588169,Dallas-F,70.7,F,,-80,0
2013-11-07 12:18:53,R6397,Proto1,4818164,SHT15-Temp,-42.56,C,,-76,0
2013-11-07 12:18:53,R6397,Proto1,4818164,SHT15-Temp-F,-44.608,F,,-76,0
2013-11-07 12:18:53,R6399,Proto1,4818289,Radio-Temp,27.00,C,,-82,0
2013-11-07 12:18:53,R6399,Proto1,4818289,Radio-Temp-F,80.6,F,,-82,0
2013-11-07 12:18:53,R6402,Proto1,4818562,LUX-FLT,134.00,lux,,-77,0
2013-11-07 12:18:53,R6403,Proto1,4818662,BMP-Temp,28.08,C,,-79,0
2013-11-07 12:18:53,R6403,Proto1,4818662,BMP-Temp-F,82.544,F,,-79,0
2013-11-07 12:18:54,R1275,Mote2,1593239,BATT-R,148.00,raw,,-80,0
2013-11-07 12:18:55,R6406,Proto1,4819723,Dallas,28.38,C,,-78,0
2013-11-07 12:18:55,R6406,Proto1,4819723,Dallas-F,83.084,F,,-78,0
2013-11-07 12:18:59,R6407,Proto1,4824469,SHT15-Temp,-42.56,C,,-31,0
2013-11-07 12:18:59,R6407,Proto1,4824469,SHT15-Temp-F,-44.608,F,,-31,0
2013-11-07 12:19:00,R6410,Proto1,4824766,BATT-V,3.30,volts,,-76,0
2013-11-07 12:19:00,R6413,Proto1,4825063,BMP-Temp,28.04,C,,-78,0
2013-11-07 12:19:00,R6413,Proto1,4825063,BMP-Temp-F,82.472,F,,-78,0
2013-11-07 12:19:00,R6414,Proto1,4825182,BMP-Pressure,100238.00,Pa,,-76,0
2013-11-07 12:19:01,R6416,Proto1,4826187,Dallas,28.31,C,,-80,0
2013-11-07 12:19:01,R6416,Proto1,4826187,Dallas-F,82.958,F,,-80,0
2013-11-07 12:19:02,R1284,Mote2,1600609,Dallas,21.56,C,,-77,0
2013-11-07 12:19:02,R1284,Mote2,1600609,Dallas-F,70.808,F,,-77,0
2013-11-07 12:19:06,R6417,Proto1,4830927,SHT15-Temp,-42.56,C,,-78,0
2013-11-07 12:19:06,R6417,Proto1,4830927,SHT15-Temp-F,-44.608,F,,-78,0
2013-11-07 12:19:06,R6420,Proto1,4831155,BATT-V,3.19,volts,,-78,0
2013-11-07 12:19:06,R6424,Proto1,4831589,BMP-Pressure,100238.00,Pa,,-86,0
2013-11-07 12:19:07,R6426,Proto1,4832596,Dallas,28.31,C,,-77,0
2013-11-07 12:19:07,R6426,Proto1,4832596,Dallas-F,82.958,F,,-77,0
2013-11-07 12:19:08,R1285,Mote2,1605686,BATT-R,148.00,raw,,-79,0
2013-11-07 12:19:09,R1289,Mote2,1606814,Dallas,21.50,C,,-80,0
2013-11-07 12:19:09,R1289,Mote2,1606814,Dallas-F,70.7,F,,-80,0
2013-11-07 12:19:12,R6427,Proto1,4837337,SHT15-Temp,-42.56,C,,-79,0
2013-11-07 12:19:12,R6427,Proto1,4837337,SHT15-Temp-F,-44.608,F,,-79,0
2013-11-07 12:19:12,R6431,Proto1,4837650,DUM,3.14,na,,-82,0
2013-11-07 12:19:12,R6432,Proto1,4837760,LUX-FLT,133.00,lux,,-78,0
2013-11-07 12:19:14,R6433,Proto1,4837860,BMP-Temp,28.01,C,,-80,0
2013-11-07 12:19:14,R6433,Proto1,4837860,BMP-Temp-F,82.418,F,,-80,0
2013-11-07 12:19:14,R1290,Mote2,1611878,BATT-R,148.00,raw,,-80,0
2013-11-07 12:19:21,R6437,Proto1,4845422,SHT15-Temp,-42.56,C,,-76,0
2013-11-07 12:19:21,R6437,Proto1,4845422,SHT15-Temp-F,-44.608,F,,-76,0
2013-11-07 12:19:21,R6444,Proto1,4846077,BMP-Pressure,100244.00,Pa,,-75,0
2013-11-07 12:19:21,R1295,Mote2,1618069,BATT-R,148.00,raw,,-79,0
2013-11-07 12:19:22,R6446,Proto1,4847087,Dallas,28.44,C,,-78,0
2013-11-07 12:19:22,R6446,Proto1,4847087,Dallas-F,83.192,F,,-78,0
2013-11-07 12:19:23,R1299,Mote2,1619196,Dallas,21.50,C,,-81,0
2013-11-07 12:19:23,R1299,Mote2,1619196,Dallas-F,70.7,F,,-81,0
2013-11-07 12:19:27,R6447,Proto1,4851840,SHT15-Temp,-42.56,C,,-79,0
2013-11-07 12:19:27,R6447,Proto1,4851840,SHT15-Temp-F,-44.608,F,,-79,0
2013-11-07 12:19:27,R6450,Proto1,4852069,BATT-V,3.19,volts,,-78,0
2013-11-07 12:19:27,R6451,Proto1,4852140,DUM,3.14,na,,-82,0
2013-11-07 12:19:27,R6453,Proto1,4852277,BMP-Temp,28.02,C,,-80,0
2013-11-07 12:19:27,R6453,Proto1,4852277,BMP-Temp-F,82.436,F,,-80,0
2013-11-07 12:19:28,R1300,Mote2,1624266,BATT-R,148.00,raw,,-81,0
2013-11-07 12:19:28,R1302,Mote2,1624428,LUX-FLT,159.00,lux,,-84,0
2013-11-07 12:19:29,R6456,Proto1,4853978,Dallas,28.31,C,,-80,0
2013-11-07 12:19:29,R6456,Proto1,4853978,Dallas-F,82.958,F,,-80,0
2013-11-07 12:19:29,R1304,Mote2,1625395,Dallas,21.50,C,,-80,0
2013-11-07 12:19:29,R1304,Mote2,1625395,Dallas-F,70.7,F,,-80,0
2013-11-07 12:19:33,R6457,Proto1,4858678,SHT15-Temp,-42.56,C,,-80,0
2013-11-07 12:19:33,R6457,Proto1,4858678,SHT15-Temp-F,-44.608,F,,-80,0
2013-11-07 12:19:33,R6458,Proto1,4858772,SHT15-RH,-13.84,%RH,,-84,0
2013-11-07 12:19:33,R6459,Proto1,4858814,Radio-Temp,27.00,C,,-81,0
2013-11-07 12:19:33,R6459,Proto1,4858814,Radio-Temp-F,80.6,F,,-81,0
2013-11-07 12:19:34,R6460,Proto1,4858909,BATT-V,3.19,volts,,-76,0
2013-11-07 12:19:35,R1305,Mote2,1630464,BATT-R,148.00,raw,,-81,0
2013-11-07 12:19:35,R1308,Mote2,1630708,LUX-LOW,649.00,lux,,-78,0
2013-11-07 12:19:35,R6466,Proto1,4860350,Dallas,28.38,C,,-80,0
2013-11-07 12:19:35,R6466,Proto1,4860350,Dallas-F,83.084,F,,-80,0
2013-11-07 12:19:36,R1309,Mote2,1631590,Dallas,21.50,C,,-81,0
2013-11-07 12:19:36,R1309,Mote2,1631590,Dallas-F,70.7,F,,-81,0
2013-11-07 12:19:40,R6467,Proto1,4865095,SHT15-Temp,-42.56,C,,-78,0
2013-11-07 12:19:40,R6467,Proto1,4865095,SHT15-Temp-F,-44.608,F,,-78,0
2013-11-07 12:19:42,R1310,Mote2,1636663,BATT-R,148.00,raw,,-77,0
2013-11-07 12:19:42,R6473,Proto1,4866985,BMP-Temp,28.01,C,,-80,0
2013-11-07 12:19:42,R6473,Proto1,4866985,BMP-Temp-F,82.418,F,,-80,0
2013-11-07 12:19:42,R6475,Proto1,4867184,MDWIND,780.00,raw,,-77,0
2013-11-07 12:19:42,R1314,Mote2,1637815,Dallas,21.50,C,,-79,0
2013-11-07 12:19:42,R1314,Mote2,1637815,Dallas-F,70.7,F,,-79,0
2013-11-07 12:19:43,R6476,Proto1,4868088,Dallas,28.38,C,,-76,0
2013-11-07 12:19:43,R6476,Proto1,4868088,Dallas-F,83.084,F,,-76,0
2013-11-07 12:19:47,R6477,Proto1,4872836,SHT15-Temp,-42.56,C,,-78,0
2013-11-07 12:19:47,R6477,Proto1,4872836,SHT15-Temp-F,-44.608,F,,-78,0
2013-11-07 12:19:48,R6479,Proto1,4872953,Radio-Temp,28.00,C,,-78,0
2013-11-07 12:19:48,R6479,Proto1,4872953,Radio-Temp-F,82.4,F,,-78,0
2013-11-07 12:19:48,R6481,Proto1,4873071,DUM,3.14,na,,-77,0
2013-11-07 12:19:48,R6482,Proto1,4873175,LUX-FLT,129.00,lux,,-78,0
2013-11-07 12:19:48,R1315,Mote2,1642875,BATT-R,148.00,raw,,-77,0
2013-11-07 12:19:49,R6486,Proto1,4874374,Dallas,28.38,C,,-82,0
2013-11-07 12:19:49,R6486,Proto1,4874374,Dallas-F,83.084,F,,-82,0
2013-11-07 12:19:54,R6487,Proto1,4879123,SHT15-Temp,-42.56,C,,-83,0
2013-11-07 12:19:54,R6487,Proto1,4879123,SHT15-Temp-F,-44.608,F,,-83,0
2013-11-07 12:19:54,R6489,Proto1,4879323,Radio-Temp,66.00,C,,-82,0
2013-11-07 12:19:54,R6489,Proto1,4879323,Radio-Temp-F,150.8,F,,-82,0
2013-11-07 12:19:54,R6493,Proto1,4879723,BMP-Temp,27.96,C,,-78,0
2013-11-07 12:19:54,R6493,Proto1,4879723,BMP-Temp-F,82.328,F,,-78,0
2013-11-07 12:19:54,R6493,Proto1,4879723,BMP-Temp,27.96,C,,-79,0
2013-11-07 12:19:54,R6493,Proto1,4879723,BMP-Temp-F,82.328,F,,-79,0
2013-11-07 12:19:55,R6495,Proto1,4879962,MDWIND,731.00,raw,,-80,0
2013-11-07 12:19:55,R1320,Mote2,1649093,BATT-R,148.00,raw,,-80,0
2013-11-07 12:19:55,R1322,Mote2,1649252,LUX-FLT,158.00,lux,,-78,0
2013-11-07 12:19:55,R6496,Proto1,4880838,Dallas,28.38,C,,-78,0
2013-11-07 12:19:55,R6496,Proto1,4880838,Dallas-F,83.084,F,,-78,0
2013-11-07 12:19:56,R1324,Mote2,1650221,Dallas,21.50,C,,-78,0
2013-11-07 12:19:56,R1324,Mote2,1650221,Dallas-F,70.7,F,,-78,0
2013-11-07 12:20:00,R6497,Proto1,4885578,SHT15-Temp,-42.56,C,,-79,0
2013-11-07 12:20:00,R6497,Proto1,4885578,SHT15-Temp-F,-44.608,F,,-79,0
2013-11-07 12:20:01,R6499,Proto1,4885772,Radio-Temp,27.00,C,,-79,0
2013-11-07 12:20:01,R6499,Proto1,4885772,Radio-Temp-F,80.6,F,,-79,0
2013-11-07 12:20:01,R6502,Proto1,4886075,LUX-FLT,128.00,lux,,-77,0
2013-11-07 12:20:01,R6504,Proto1,4886250,BMP-Pressure,100235.00,Pa,,-80,0
2013-11-07 12:20:01,R1325,Mote2,1655288,BATT-R,148.00,raw,,-77,0
2013-11-07 12:20:01,R1326,Mote2,1655329,BATT-V,5.25,volts,,-78,0
2013-11-07 12:20:01,R1327,Mote2,1655391,LUX-FLT,153.00,lux,,-77,0
2013-11-07 12:20:02,R1328,Mote2,1655430,LUX-LOW,592.00,lux,,-82,0
2013-11-07 12:20:02,R6506,Proto1,4887264,Dallas,28.31,C,,-80,0
2013-11-07 12:20:02,R6506,Proto1,4887264,Dallas-F,82.958,F,,-80,0
2013-11-07 12:20:03,R1329,Mote2,1656311,Dallas,21.50,C,,-78,0
2013-11-07 12:20:03,R1329,Mote2,1656311,Dallas-F,70.7,F,,-78,0
2013-11-07 12:20:07,R6507,Proto1,4892010,SHT15-Temp,-42.56,C,,-79,0
2013-11-07 12:20:07,R6507,Proto1,4892010,SHT15-Temp-F,-44.608,F,,-79,0
2013-11-07 12:20:07,R6508,Proto1,4892103,SHT15-RH,-13.84,%RH,,-79,0
2013-11-07 12:20:08,R6512,Proto1,4892454,LUX-FLT,128.00,lux,,-82,0
2013-11-07 12:20:08,R1330,Mote2,1661387,BATT-R,147.00,raw,,-77,0
2013-11-07 12:20:08,R1333,Mote2,1661632,LUX-LOW,601.00,lux,,-76,0
2013-11-07 12:20:13,R6517,Proto1,4898448,SHT15-Temp,-42.56,C,,-77,0
2013-11-07 12:20:13,R6517,Proto1,4898448,SHT15-Temp-F,-44.608,F,,-77,0
2013-11-07 12:20:14,R6521,Proto1,4898834,DUM,3.14,na,,-81,0
2013-11-07 12:20:14,R6523,Proto1,4899474,BMP-Temp,27.86,C,,-80,0
2013-11-07 12:20:14,R6523,Proto1,4899474,BMP-Temp-F,82.148,F,,-80,0
2013-11-07 12:20:15,R1335,Mote2,1667581,BATT-R,148.00,raw,,-77,0
2013-11-07 12:20:15,R6526,Proto1,4900610,Dallas,28.13,C,,-80,0
2013-11-07 12:20:15,R6526,Proto1,4900610,Dallas-F,82.634,F,,-80,0
2013-11-07 12:20:16,R1339,Mote2,1668706,Dallas,21.50,C,,-79,0
2013-11-07 12:20:16,R1339,Mote2,1668706,Dallas-F,70.7,F,,-79,0
2013-11-07 12:20:20,R6527,Proto1,4905355,SHT15-Temp,-42.56,C,,-80,0
2013-11-07 12:20:20,R6527,Proto1,4905355,SHT15-Temp-F,-44.608,F,,-80,0
2013-11-07 12:20:20,R6530,Proto1,4905640,BATT-V,3.16,volts,,-80,0
2013-11-07 12:20:21,R6532,Proto1,4905839,LUX-FLT,127.00,lux,,-80,0
2013-11-07 12:20:22,R1340,Mote2,1673776,BATT-R,148.00,raw,,-78,0
2013-11-07 12:20:23,R1344,Mote2,1674910,Dallas,21.50,C,,-80,0
2013-11-07 12:20:23,R1344,Mote2,1674910,Dallas-F,70.7,F,,-80,0
2013-11-07 12:20:26,R6537,Proto1,4911768,SHT15-Temp,-42.56,C,,-79,0
2013-11-07 12:20:26,R6537,Proto1,4911768,SHT15-Temp-F,-44.608,F,,-79,0
2013-11-07 12:20:27,R6539,Proto1,4911974,Radio-Temp,27.00,C,,-81,0
2013-11-07 12:20:27,R6539,Proto1,4911974,Radio-Temp-F,80.6,F,,-81,0
2013-11-07 12:20:27,R6541,Proto1,4912167,DUM,3.14,na,,-78,0
2013-11-07 12:20:28,R6543,Proto1,4912496,BMP-Temp,27.87,C,,-79,0
2013-11-07 12:20:28,R6543,Proto1,4912496,BMP-Temp-F,82.166,F,,-79,0
2013-11-07 12:20:29,R1345,Mote2,1679974,BATT-R,148.00,raw,,-78,0
2013-11-07 12:20:29,R1349,Mote2,1681134,Dallas,21.50,C,,-77,0
2013-11-07 12:20:29,R1349,Mote2,1681134,Dallas-F,70.7,F,,-77,0
2013-11-07 12:20:33,R6547,Proto1,4918391,SHT15-Temp,-42.56,C,,-33,0
2013-11-07 12:20:33,R6547,Proto1,4918391,SHT15-Temp-F,-44.608,F,,-33,0
2013-11-07 12:20:33,R6549,Proto1,4918591,Radio-Temp,27.00,C,,-78,0
2013-11-07 12:20:33,R6549,Proto1,4918591,Radio-Temp-F,80.6,F,,-78,0
2013-11-07 12:20:34,R6551,Proto1,4918736,DUM,3.14,na,,-77,0
2013-11-07 12:20:35,R6556,Proto1,4920084,Dallas,28.19,C,,-79,0
2013-11-07 12:20:35,R6556,Proto1,4920084,Dallas-F,82.742,F,,-79,0
2013-11-07 12:20:35,R1350,Mote2,1686197,BATT-R,148.00,raw,,-78,0
2013-11-07 12:20:36,R1351,Mote2,1686273,BATT-V,5.25,volts,,-78,0
2013-11-07 12:20:36,R1353,Mote2,1687309,LUX-LOW,544.00,lux,,-85,0
2013-11-07 12:20:37,R1354,Mote2,1688192,Dallas,21.50,C,,-81,0
2013-11-07 12:20:37,R1354,Mote2,1688192,Dallas-F,70.7,F,,-81,0
2013-11-07 12:20:40,R6557,Proto1,4925050,SHT15-Temp,-42.56,C,,-80,0
2013-11-07 12:20:40,R6557,Proto1,4925050,SHT15-Temp-F,-44.608,F,,-80,0
2013-11-07 12:20:42,R6562,Proto1,4925547,LUX-FLT,123.00,lux,,-80,0
2013-11-07 12:20:42,R6563,Proto1,4927471,BMP-Temp,27.87,C,,-80,0
2013-11-07 12:20:42,R6563,Proto1,4927471,BMP-Temp-F,82.166,F,,-80,0
2013-11-07 12:20:43,R1355,Mote2,1693255,BATT-R,148.00,raw,,-78,0
2013-11-07 12:20:43,R1357,Mote2,1693390,LUX-FLT,141.00,lux,,-79,0
2013-11-07 12:20:43,R6566,Proto1,4928596,Dallas,28.25,C,,-78,0
2013-11-07 12:20:43,R6566,Proto1,4928596,Dallas-F,82.85,F,,-78,0
2013-11-07 12:20:44,R1359,Mote2,1694360,Dallas,21.50,C,,-82,0
2013-11-07 12:20:44,R1359,Mote2,1694360,Dallas-F,70.7,F,,-82,0
